user_id,expenses (INR),vibe,reviews,instagram_photos,previous_destinations,favorite_activities
justin20,2648.4,Nightlife,"Goa exceeded my expectations in every exciting way. The waters were energetic Overall, it was a exciting experience.",https://instagram.com/richardashley/post/1889_sun,['Goa'],"['Nature', 'Swimming', 'Nightlife', 'Beach']"
david29,2113.15,Nature,My visit to Manali was truly breathtaking. The sights were awe-inspiring It was a breathtaking trip I'll never forget.,https://instagram.com/williamsdarlene/post/1595_street,"['Auli', 'Shimla', 'Manali']","['Exploring', 'Nature']"
andersonashley,2224.88,Cultural,"Varanasi exceeded my expectations in every fascinating way. The wilderness was immersive The attractions were fascinating Overall, it was a authentic experience.",https://instagram.com/johnsontammy/post/3852_tent,['Varanasi'],"['Camping', 'Exploring']"
heidihamilton,3384.94,Cultural,The traditional atmosphere of Puducherry was unforgettable. The culture was immersive It was a immersive trip I'll never forget.,https://instagram.com/kimberly64/post/1556_tradition,"['Puducherry', 'Delhi']","['Adventure', 'Cultural', 'Hiking', 'Beach']"
fstephens,1821.31,Budget,I can't wait to return to affordable Puducherry. The boutiques were budget-friendly The slopes were affordable It was a economical trip I'll never forget.,https://instagram.com/beckybrown/post/2579_snow,['Puducherry'],"['Shopping', 'Skiing', 'Nature', 'Beach']"
bsalazar,1988.66,Beach,My visit to Puducherry was truly picturesque. The landscapes were golden I left feeling completely serene.,https://instagram.com/hcruz/post/8377_mall,['Puducherry'],"['Photography', 'Relaxation', 'Shopping']"
rparker,2287.76,Luxury,The lavish atmosphere of Puducherry was unforgettable. Skiing here was a exclusive experience The backwaters were refined It was a exclusive trip I'll never forget.,https://instagram.com/jbarajas/post/3961_ski,"['Spiti Valley', 'Munnar', 'Puducherry']","['Skiing', 'Backwaters']"
harrisjames,1909.26,Relaxation,I had a tranquil time in Kerala. The backwaters were rejuvenating It was a calming trip I'll never forget.,https://instagram.com/leonsophia/post/9434_wellness,['Kerala'],"['Backwaters', 'Relaxation', 'Exploring']"
nicholas98,2060.02,Adventure,"Leh-Ladakh exceeded my expectations in every action-packed way. Hiking here was a exhilarating experience Skiing here was a action-packed experience Overall, it was a unforgettable experience.",https://instagram.com/ukoch/post/7727_camera,['Leh-Ladakh'],"['Hiking', 'Skiing', 'Luxury', 'Photography']"
brenda07,2445.37,Nature,I can't wait to return to untouched Auli. Taking photos here was a lush experience It was a lush trip I'll never forget.,https://instagram.com/vasquezstacy/post/2615_coast,"['Auli', 'Leh-Ladakh', 'Munnar']","['Beach', 'Photography', 'Backwaters', 'Nature']"
katherinesmith,1818.87,Adventure,I had a exhilarating time in Spiti Valley. The lagoons were exhilarating The mountain views were exhilarating It was a challenging trip I'll never forget.,https://instagram.com/ghill/post/4111_forest,['Spiti Valley'],"['Backwaters', 'Hiking']"
ricky64,2663.81,Nature,"Andaman and Nicobar Islands exceeded my expectations in every lush way. The trails were awe-inspiring Overall, it was a majestic experience.",https://instagram.com/heatherjones/post/1815_sun,"['Shimla', 'Manali', 'Andaman and Nicobar Islands']","['Hiking', 'Beach', 'Backwaters', 'Swimming']"
vkeith,4730.97,Nightlife,"The pulsating atmosphere of Delhi was unforgettable. The backwaters were energetic Overall, it was a energetic experience.",https://instagram.com/jennifer26/post/6680_chef,['Delhi'],"['Backwaters', 'Relaxation', 'Fine Dining']"
wsoto,2454.49,Nature,I can't wait to return to awe-inspiring Kerala. The lagoons were awe-inspiring The attractions were untouched I left feeling completely breathtaking.,https://instagram.com/gwebb/post/3672_boat,['Kerala'],"['Backwaters', 'Exploring']"
dunngeorge,1545.05,Relaxation,I can't wait to return to calming Munnar. The landscapes were peaceful It was a peaceful trip I'll never forget.,https://instagram.com/vreynolds/post/3518_camera,['Munnar'],"['Photography', 'Luxury']"
jason17,2534.53,Solo Travel,The introspective atmosphere of Puducherry was unforgettable. Taking photos here was a liberating experience I left feeling completely introspective.,https://instagram.com/wilsonwillie/post/7044_expedition,"['Puducherry', 'Agra', 'Mysore']","['Photography', 'Adventure']"
lopezjason,3011.25,Cultural,I can't wait to return to rich Agra. Camping here was a traditional experience Dining here was a rich experience It was a authentic trip I'll never forget.,https://instagram.com/gentrygeorge/post/6927_food,"['Agra', 'Varanasi', 'Mysore']","['Camping', 'Fine Dining', 'Exploring', 'Backwaters']"
nbradley,2351.82,Budget,I can't wait to return to value-for-money Varanasi. Exploring here was a cost-effective experience Camping here was a cost-effective experience I left feeling completely cost-effective.,https://instagram.com/drakeanna/post/5373_city,"['Agra', 'Varanasi']","['Exploring', 'Camping']"
qbooker,2607.84,Budget,The economical atmosphere of Varanasi was unforgettable. The clubs were economical Exploring here was a affordable experience It was a economical trip I'll never forget.,https://instagram.com/danielleruiz/post/6250_club,['Varanasi'],"['Nightlife', 'Exploring', 'Backwaters', 'Camping']"
mcintyrerobin,1922.21,Adventure,My visit to Rishikesh was truly thrilling. Hiking here was a exhilarating experience The attractions were thrilling It was a unforgettable trip I'll never forget.,https://instagram.com/sarah10/post/8038_boutique,"['Rishikesh', 'Spiti Valley', 'Leh-Ladakh']","['Hiking', 'Exploring', 'Shopping', 'Backwaters']"
rodriguezjonathan,3051.79,Luxury,The exclusive atmosphere of Mysore was unforgettable. The traditions were refined It was a opulent trip I'll never forget.,https://instagram.com/joejohnson/post/5142_museum,['Mysore'],"['Beach', 'Cultural']"
wgarza,2914.83,Adventure,"I can't wait to return to thrilling Andaman and Nicobar Islands. The beaches were action-packed The slopes were action-packed Overall, it was a thrilling experience.",https://instagram.com/levinejames/post/7347_snow,"['Andaman and Nicobar Islands', 'Manali', 'Auli']","['Swimming', 'Skiing']"
deborah78,2239.71,Relaxation,My visit to Darjeeling was truly rejuvenating. Shopping here was a peaceful experience I left feeling completely rejuvenating.,https://instagram.com/pstevenson/post/3146_trail,['Darjeeling'],"['Adventure', 'Shopping', 'Hiking', 'Skiing']"
lisagoodman,2919.78,Solo Travel,"I can't wait to return to eye-opening Varanasi. Dining here was a eye-opening experience The mountain views were introspective Overall, it was a independent experience.",https://instagram.com/baldwinstephanie/post/3042_restaurant,"['Shimla', 'Varanasi']","['Fine Dining', 'Hiking', 'Camping']"
mikegonzalez,3816.22,Luxury,Mumbai exceeded my expectations in every opulent way. Hiking here was a exclusive experience It was a exclusive trip I'll never forget.,https://instagram.com/cmoss/post/8899_wellness,"['Mumbai', 'Jaipur', 'Mysore']","['Hiking', 'Relaxation', 'Nightlife', 'Cultural']"
john19,1856.9,Relaxation,"I had a peaceful time in Kerala. The boat rides were peaceful Overall, it was a peaceful experience.",https://instagram.com/jacobfuentes/post/8052_sand,['Kerala'],"['Backwaters', 'Beach']"
matthew36,1744.98,Luxury,My visit to Spiti Valley was truly indulgent. The campsites were indulgent I left feeling completely exclusive.,https://instagram.com/ninastanley/post/6199_adrenaline,['Spiti Valley'],"['Camping', 'Adventure', 'Nature']"
joshuamckee,3910.77,Luxury,I had a lavish time in Mumbai. Shopping here was a indulgent experience I left feeling completely opulent.,https://instagram.com/ramseyrick/post/6281_mall,"['Jaipur', 'Mumbai']","['Beach', 'Shopping']"
daniellemccoy,3203.39,Luxury,Mysore exceeded my expectations in every lavish way. The traditions were opulent I left feeling completely indulgent.,https://instagram.com/renee00/post/4614_retreat,"['Mysore', 'Jaipur']","['Cultural', 'Relaxation', 'Exploring']"
jacob99,3687.01,Solo Travel,"I can't wait to return to empowering Jaipur. Overall, it was a independent experience.",https://instagram.com/mitchellmiddleton/post/9585_thrill,['Jaipur'],"['Relaxation', 'Adventure']"
upatterson,5497.73,Luxury,My visit to Udaipur was truly exclusive. The cuisine was exclusive I left feeling completely indulgent.,https://instagram.com/torresstacy/post/1120_elegant,"['Udaipur', 'Mumbai']","['Luxury', 'Fine Dining']"
tgomez,2330.42,Cultural,Darjeeling exceeded my expectations in every immersive way. The slopes were traditional Camping here was a fascinating experience I left feeling completely immersive.,https://instagram.com/donnabooth/post/2778_snow,"['Darjeeling', 'Munnar', 'Kerala']","['Skiing', 'Camping', 'Hiking', 'Adventure']"
jacksonwashington,2688.2,Relaxation,The tranquil atmosphere of Goa was unforgettable. The clubs were peaceful The landscapes were rejuvenating It was a soothing trip I'll never forget.,https://instagram.com/cheryl50/post/3975_club,"['Goa', 'Shimla', 'Darjeeling']","['Nightlife', 'Photography']"
smithrobin,3884.4,Solo Travel,I had a liberating time in Kerala. The cuisine was independent I left feeling completely introspective.,https://instagram.com/preston65/post/6746_gourmet,"['Mumbai', 'Kerala']","['Fine Dining', 'Nature']"
parkeramanda,3473.29,Solo Travel,"Udaipur exceeded my expectations in every eye-opening way. The sights were eye-opening The traditions were introspective Overall, it was a empowering experience.",https://instagram.com/howardvalerie/post/1300_street,"['Udaipur', 'Darjeeling', 'Goa']","['Exploring', 'Cultural', 'Shopping']"
xalexander,2306.25,Adventure,I had a action-packed time in Shimla. The nightlife was thrilling The attractions were exhilarating It was a action-packed trip I'll never forget.,https://instagram.com/jacob37/post/5761_street,['Shimla'],"['Nightlife', 'Exploring', 'Shopping']"
evansjoseph,1929.67,Budget,"I can't wait to return to economical Spiti Valley. The nightlife was affordable Overall, it was a economical experience.",https://instagram.com/uchavez/post/2695_sun,"['Goa', 'Spiti Valley', 'Puducherry']","['Nightlife', 'Beach', 'Hiking']"
andrew42,2198.14,Relaxation,"My visit to Shimla was truly calming. The wilderness was calming Overall, it was a calming experience.",https://instagram.com/nshea/post/6045_wildlife,['Shimla'],"['Camping', 'Nature']"
ypeterson,2265.6,Luxury,I had a lavish time in Manali. Skiing here was a refined experience It was a lavish trip I'll never forget.,https://instagram.com/abigail75/post/8912_snow,"['Darjeeling', 'Manali']","['Relaxation', 'Skiing']"
garneramanda,3332.46,Beach,I had a picturesque time in Goa. Taking photos here was a serene experience I left feeling completely idyllic.,https://instagram.com/currycarrie/post/9028_wildlife,"['Andaman and Nicobar Islands', 'Goa']","['Nature', 'Photography', 'Swimming']"
francispearson,2340.31,Beach,I can't wait to return to pristine Puducherry. Taking photos here was a golden experience Exploring here was a pristine experience I left feeling completely pristine.,https://instagram.com/balexander/post/1957_camera,['Puducherry'],"['Photography', 'Exploring', 'Camping', 'Relaxation']"
qgarrett,4552.18,Luxury,I had a exclusive time in Mumbai. Exploring here was a opulent experience It was a refined trip I'll never forget.,https://instagram.com/sonia36/post/9439_landmark,"['Jaipur', 'Mumbai']","['Adventure', 'Exploring', 'Shopping']"
umassey,1747.44,Beach,"The picturesque atmosphere of Puducherry was unforgettable. The traditions were pristine Overall, it was a golden experience.",https://instagram.com/jeanettemitchell/post/4908_wildlife,['Puducherry'],"['Cultural', 'Nature', 'Beach', 'Fine Dining']"
staceykramer,2491.94,Beach,I can't wait to return to serene Goa. The culture was pristine The scenery was idyllic It was a serene trip I'll never forget.,https://instagram.com/nmorgan/post/5248_adrenaline,['Goa'],"['Cultural', 'Photography', 'Adventure', 'Swimming']"
uphillips,1530.24,Adventure,"I can't wait to return to exhilarating Rishikesh. The campsites were thrilling The nightlife was unforgettable Overall, it was a thrilling experience.",https://instagram.com/richard52/post/2699_tradition,['Rishikesh'],"['Camping', 'Nightlife', 'Cultural', 'Backwaters']"
kyleking,4941.56,Nightlife,"I can't wait to return to vibrant Mumbai. The mountain views were energetic The clubs were lively Overall, it was a pulsating experience.",https://instagram.com/brownpamela/post/5737_bar,['Mumbai'],"['Hiking', 'Nightlife', 'Photography']"
paulpowell,5348.84,Nightlife,"I had a vibrant time in Mumbai. Overall, it was a exciting experience.",https://instagram.com/michelle47/post/9276_gourmet,"['Delhi', 'Mumbai']","['Luxury', 'Relaxation', 'Fine Dining', 'Camping']"
maryyoung,2579.74,Nightlife,"I can't wait to return to pulsating Goa. The slopes were exciting The trails were pulsating Overall, it was a exciting experience.",https://instagram.com/williamsonmichael/post/4412_mountain,['Goa'],"['Skiing', 'Hiking', 'Photography', 'Beach']"
sarah79,1302.08,Adventure,"My visit to Rishikesh was truly thrilling. The mountain views were exhilarating Overall, it was a unforgettable experience.",https://instagram.com/websterelizabeth/post/4507_bar,['Rishikesh'],"['Hiking', 'Beach', 'Nightlife', 'Nature']"
wmcneil,2825.79,Nature,I had a majestic time in Andaman and Nicobar Islands. Swimming here was a majestic experience I left feeling completely lush.,https://instagram.com/burnsjonathan/post/2521_pool,['Andaman and Nicobar Islands'],"['Beach', 'Swimming', 'Fine Dining']"
shawnboyer,1795.86,Adventure,The unforgettable atmosphere of Spiti Valley was unforgettable. The trails were action-packed I left feeling completely unforgettable.,https://instagram.com/carolestrada/post/2757_expedition,"['Manali', 'Spiti Valley', 'Rishikesh']","['Hiking', 'Adventure']"
pricewilliam,1688.37,Luxury,The lavish atmosphere of Spiti Valley was unforgettable. The backwaters were indulgent I left feeling completely refined.,https://instagram.com/millerrickey/post/5924_tranquil,['Spiti Valley'],"['Backwaters', 'Beach']"
szimmerman,4620.22,Nature,The breathtaking atmosphere of Delhi was unforgettable. The clubs were breathtaking I left feeling completely lush.,https://instagram.com/josephwarner/post/7413_music,['Delhi'],"['Luxury', 'Nightlife', 'Exploring']"
rebecca80,4857.17,Solo Travel,"The empowering atmosphere of Mumbai was unforgettable. The cuisine was empowering Overall, it was a introspective experience.",https://instagram.com/susancastro/post/6199_gourmet,['Mumbai'],"['Fine Dining', 'Nature']"
william29,5788.85,Luxury,The exclusive atmosphere of Mumbai was unforgettable. The nightlife was lavish The backwaters were exclusive It was a exclusive trip I'll never forget.,https://instagram.com/taylorgrace/post/5591_tranquil,['Mumbai'],"['Nightlife', 'Backwaters']"
fieldscatherine,2569.16,Nightlife,Agra exceeded my expectations in every vibrant way. Camping here was a energetic experience I left feeling completely vibrant.,https://instagram.com/nspencer/post/1044_night,['Agra'],"['Adventure', 'Camping']"
shawnjackson,2501.78,Relaxation,Goa exceeded my expectations in every peaceful way. The evening entertainment was soothing I left feeling completely soothing.,https://instagram.com/jeffrey90/post/5551_music,"['Kerala', 'Goa']","['Nightlife', 'Relaxation', 'Adventure', 'Beach']"
holmesashley,3982.34,Luxury,Mumbai exceeded my expectations in every refined way. It was a indulgent trip I'll never forget.,https://instagram.com/yburns/post/1044_restaurant,"['Udaipur', 'Mysore', 'Mumbai']","['Luxury', 'Relaxation', 'Skiing', 'Fine Dining']"
amyterry,2118.02,Adventure,My visit to Auli was truly thrilling. The snow conditions were challenging The attractions were exhilarating It was a exhilarating trip I'll never forget.,https://instagram.com/martinhelen/post/2078_slope,"['Manali', 'Auli']","['Skiing', 'Exploring']"
abowers,2336.55,Solo Travel,"The independent atmosphere of Shimla was unforgettable. Overall, it was a eye-opening experience.",https://instagram.com/jamie49/post/1076_lagoon,"['Munnar', 'Shimla', 'Goa']","['Beach', 'Relaxation', 'Backwaters']"
kellerlinda,5186.32,Luxury,I had a opulent time in Udaipur. Taking photos here was a exclusive experience I left feeling completely lavish.,https://instagram.com/onichols/post/1885_landscape,['Udaipur'],"['Beach', 'Photography', 'Adventure', 'Shopping']"
mbooth,2324.84,Budget,The budget-friendly atmosphere of Varanasi was unforgettable. Camping here was a value-for-money experience The attractions were economical I left feeling completely budget-friendly.,https://instagram.com/margaret51/post/4877_forest,['Varanasi'],"['Camping', 'Exploring']"
joannarogers,1961.96,Solo Travel,The independent atmosphere of Kerala was unforgettable. The waters were independent The nightlife was empowering I left feeling completely empowering.,https://instagram.com/hmays/post/4252_water,"['Puducherry', 'Kerala', 'Darjeeling']","['Swimming', 'Nightlife', 'Luxury', 'Cultural']"
millerjeremiah,2686.84,Cultural,My visit to Puducherry was truly fascinating. The waters were rich It was a fascinating trip I'll never forget.,https://instagram.com/bmiller/post/5848_coast,"['Puducherry', 'Mysore']","['Beach', 'Swimming', 'Fine Dining']"
jacobnunez,3359.82,Beach,I can't wait to return to idyllic Goa. The waters were idyllic The traditions were serene I left feeling completely serene.,https://instagram.com/monroeaudrey/post/9885_mall,"['Goa', 'Andaman and Nicobar Islands', 'Puducherry']","['Swimming', 'Cultural', 'Beach', 'Shopping']"
charlescurtis,2268.24,Adventure,Leh-Ladakh exceeded my expectations in every challenging way. The culture was thrilling The mountain views were thrilling I left feeling completely unforgettable.,https://instagram.com/ubenson/post/6286_wellness,"['Manali', 'Rishikesh', 'Leh-Ladakh']","['Cultural', 'Hiking', 'Relaxation']"
wendythomas,1622.28,Cultural,"The immersive atmosphere of Puducherry was unforgettable. The boutiques were traditional Overall, it was a authentic experience.",https://instagram.com/roberto56/post/5805_coast,['Puducherry'],"['Shopping', 'Beach']"
evansamber,4296.76,Luxury,I can't wait to return to indulgent Delhi. The sights were exclusive I left feeling completely lavish.,https://instagram.com/mcgrathsteven/post/5049_flora,['Delhi'],"['Nature', 'Exploring', 'Beach']"
anna10,4076.83,Beach,Andaman and Nicobar Islands exceeded my expectations in every serene way. The waters were idyllic The landscapes were picturesque It was a serene trip I'll never forget.,https://instagram.com/copelandaaron/post/7694_sunset,['Andaman and Nicobar Islands'],"['Swimming', 'Photography']"
patriciajohnson,4815.93,Nightlife,"The exciting atmosphere of Goa was unforgettable. The trails were lively Overall, it was a vibrant experience.",https://instagram.com/trobbins/post/8059_forest,"['Delhi', 'Goa']","['Hiking', 'Beach', 'Cultural', 'Camping']"
galvarado,3410.02,Budget,Delhi exceeded my expectations in every affordable way. I left feeling completely value-for-money.,https://instagram.com/hernandezcarol/post/8044_exclusive,"['Munnar', 'Delhi']","['Luxury', 'Adventure', 'Skiing', 'Shopping']"
mmcclain,4856.11,Nightlife,I can't wait to return to exciting Mumbai. The attractions were lively Shopping here was a energetic experience I left feeling completely energetic.,https://instagram.com/leah66/post/8413_fauna,['Mumbai'],"['Exploring', 'Shopping', 'Nature']"
yhogan,2056.14,Nature,"The untouched atmosphere of Rishikesh was unforgettable. The trails were majestic Overall, it was a untouched experience.",https://instagram.com/ytaylor/post/5449_club,"['Rishikesh', 'Leh-Ladakh']","['Hiking', 'Luxury', 'Shopping', 'Nightlife']"
bobby59,5548.94,Nightlife,I had a energetic time in Mumbai. The cuisine was lively It was a pulsating trip I'll never forget.,https://instagram.com/stevenholland/post/3311_chef,['Mumbai'],"['Luxury', 'Fine Dining', 'Nature', 'Exploring']"
austinwalker,3596.99,Luxury,I had a indulgent time in Udaipur. The clubs were exclusive The trails were refined I left feeling completely indulgent.,https://instagram.com/juan10/post/7941_hill,"['Mysore', 'Udaipur']","['Nightlife', 'Hiking', 'Photography']"
bjohnson,2795.9,Nature,My visit to Auli was truly majestic. The sights were untouched It was a untouched trip I'll never forget.,https://instagram.com/gregorykimberly/post/9357_flora,"['Auli', 'Andaman and Nicobar Islands', 'Munnar']","['Exploring', 'Nature', 'Relaxation']"
zdavis,3182.17,Cultural,My visit to Jaipur was truly immersive. The markets were authentic I left feeling completely immersive.,https://instagram.com/wkirby/post/7932_resort,['Jaipur'],"['Luxury', 'Shopping', 'Swimming']"
lbeard,1971.87,Luxury,My visit to Manali was truly opulent. The boat rides were exclusive Exploring here was a exclusive experience It was a refined trip I'll never forget.,https://instagram.com/codywright/post/1865_extreme,['Manali'],"['Backwaters', 'Exploring', 'Adventure']"
wilsonheather,2954.47,Cultural,"My visit to Varanasi was truly immersive. The beaches were traditional The landscapes were authentic Overall, it was a traditional experience.",https://instagram.com/wilsonjames/post/8787_elegant,"['Jaipur', 'Varanasi']","['Swimming', 'Photography', 'Nature', 'Luxury']"
johnsims,1570.53,Adventure,I had a action-packed time in Rishikesh. The waters were challenging The trails were thrilling I left feeling completely thrilling.,https://instagram.com/brownglenn/post/6178_water,['Rishikesh'],"['Swimming', 'Hiking', 'Photography', 'Adventure']"
mary20,3180.35,Adventure,"The exhilarating atmosphere of Agra was unforgettable. The lagoons were exhilarating The traditions were unforgettable Overall, it was a action-packed experience.",https://instagram.com/jane63/post/5463_museum,"['Jaipur', 'Agra']","['Backwaters', 'Cultural']"
bmorgan,2383.88,Cultural,The fascinating atmosphere of Varanasi was unforgettable. The trails were traditional The sights were authentic It was a fascinating trip I'll never forget.,https://instagram.com/brianleblanc/post/4400_city,"['Agra', 'Varanasi']","['Hiking', 'Exploring', 'Nature']"
regina64,2357.34,Relaxation,My visit to Goa was truly soothing. The waters were tranquil The lagoons were peaceful It was a tranquil trip I'll never forget.,https://instagram.com/gary36/post/8917_beach,"['Goa', 'Kerala']","['Swimming', 'Backwaters']"
nicoletucker,2193.16,Nature,I can't wait to return to breathtaking Manali. The snow conditions were breathtaking The boat rides were untouched It was a majestic trip I'll never forget.,https://instagram.com/cheryl56/post/2881_houseboat,['Manali'],"['Skiing', 'Backwaters']"
heatherburgess,2498.24,Nature,My visit to Kerala was truly majestic. The nightlife was untouched The boat rides were lush It was a untouched trip I'll never forget.,https://instagram.com/ipierce/post/2705_sale,['Kerala'],"['Nightlife', 'Backwaters', 'Shopping']"
harold83,5151.66,Cultural,I had a rich time in Mumbai. The wilderness was rich The clubs were traditional I left feeling completely fascinating.,https://instagram.com/brownmatthew/post/7478_music,['Mumbai'],"['Camping', 'Nightlife', 'Skiing']"
cassiecraig,4069.17,Luxury,I had a refined time in Jaipur. Swimming here was a refined experience The scenery was exclusive It was a exclusive trip I'll never forget.,https://instagram.com/jjohnson/post/2607_beach,"['Jaipur', 'Udaipur']","['Swimming', 'Photography']"
kerrifrank,2519.99,Nightlife,My visit to Goa was truly energetic. It was a exciting trip I'll never forget.,https://instagram.com/kirk82/post/9959_flora,['Goa'],"['Adventure', 'Beach', 'Exploring', 'Nature']"
keithrivera,3353.8,Budget,"My visit to Mysore was truly economical. The beaches were cost-effective The boutiques were affordable Overall, it was a economical experience.",https://instagram.com/shawn25/post/1160_pool,['Mysore'],"['Swimming', 'Shopping']"
christine88,3993.88,Solo Travel,I can't wait to return to empowering Manali. The slopes were liberating It was a independent trip I'll never forget.,https://instagram.com/moralesbilly/post/3826_snow,"['Udaipur', 'Manali']","['Nature', 'Skiing']"
coxalicia,2240.43,Cultural,My visit to Auli was truly authentic. The beaches were traditional The nightlife was immersive I left feeling completely traditional.,https://instagram.com/alexis37/post/3216_waves,['Auli'],"['Swimming', 'Nightlife', 'Hiking']"
sarah18,3635.84,Beach,"I had a golden time in Andaman and Nicobar Islands. The trails were idyllic Overall, it was a idyllic experience.",https://instagram.com/jacksonnicholas/post/2721_forest,['Andaman and Nicobar Islands'],"['Nature', 'Hiking']"
yford,2458.77,Cultural,"The immersive atmosphere of Agra was unforgettable. Exploring here was a authentic experience Hiking here was a fascinating experience Overall, it was a fascinating experience.",https://instagram.com/paulboyd/post/7520_city,"['Varanasi', 'Agra']","['Exploring', 'Hiking', 'Camping', 'Swimming']"
morgancynthia,3219.85,Cultural,My visit to Mysore was truly immersive. The restaurants were traditional The waters were traditional It was a fascinating trip I'll never forget.,https://instagram.com/elizabeth44/post/4442_waves,"['Jaipur', 'Mysore']","['Fine Dining', 'Swimming', 'Luxury', 'Shopping']"
gary97,2500.29,Relaxation,The soothing atmosphere of Kerala was unforgettable. The cuisine was rejuvenating It was a calming trip I'll never forget.,https://instagram.com/tdawson/post/2785_thrill,"['Kerala', 'Shimla']","['Nature', 'Fine Dining', 'Adventure']"
melinda81,2605.39,Nightlife,I had a vibrant time in Goa. The scenery was exciting I left feeling completely lively.,https://instagram.com/monicafreeman/post/7028_photo,['Goa'],"['Relaxation', 'Photography', 'Swimming']"
lindathompson,3991.83,Relaxation,Jaipur exceeded my expectations in every tranquil way. The campsites were rejuvenating The boutiques were tranquil I left feeling completely peaceful.,https://instagram.com/isaac59/post/9594_night,"['Jaipur', 'Goa', 'Mumbai']","['Camping', 'Shopping']"
steventhomas,1888.13,Nature,"I had a majestic time in Rishikesh. The boat rides were breathtaking The wilderness was majestic Overall, it was a lush experience.",https://instagram.com/kylefrank/post/7018_lagoon,"['Rishikesh', 'Kerala']","['Backwaters', 'Camping']"
vincentrogers,2904.97,Beach,I can't wait to return to pristine Andaman and Nicobar Islands. The beaches were golden It was a golden trip I'll never forget.,https://instagram.com/gonzalezcrystal/post/9047_extreme,"['Andaman and Nicobar Islands', 'Goa']","['Swimming', 'Nature', 'Adventure', 'Backwaters']"
gregoryelliott,2682.44,Relaxation,The rejuvenating atmosphere of Goa was unforgettable. The wilderness was tranquil The clubs were calming I left feeling completely soothing.,https://instagram.com/burnettjoshua/post/5543_campfire,['Goa'],"['Camping', 'Nightlife', 'Adventure', 'Shopping']"
mosleytaylor,3128.34,Relaxation,"I had a peaceful time in Goa. The wilderness was tranquil The evening entertainment was calming Overall, it was a peaceful experience.",https://instagram.com/griffinjacob/post/6060_forest,['Goa'],"['Camping', 'Nightlife']"
jonmiller,1882.3,Adventure,"The thrilling atmosphere of Spiti Valley was unforgettable. The landscapes were exhilarating The slopes were exhilarating Overall, it was a exhilarating experience.",https://instagram.com/bchapman/post/8593_mountain,"['Spiti Valley', 'Manali', 'Leh-Ladakh']","['Photography', 'Skiing']"
emily06,3356.12,Cultural,I had a rich time in Udaipur. The scenery was authentic The markets were traditional I left feeling completely fascinating.,https://instagram.com/yangchad/post/5580_store,"['Udaipur', 'Puducherry', 'Mysore']","['Photography', 'Shopping', 'Luxury', 'Cultural']"
fgonzalez,4150.17,Beach,I can't wait to return to pristine Udaipur. The boutiques were pristine I left feeling completely pristine.,https://instagram.com/heidi62/post/7708_boutique,"['Udaipur', 'Auli', 'Goa']","['Luxury', 'Shopping']"
angela36,2363.66,Relaxation,"The peaceful atmosphere of Munnar was unforgettable. Taking photos here was a rejuvenating experience Skiing here was a soothing experience Overall, it was a tranquil experience.",https://instagram.com/hawkinsashley/post/8169_landscape,"['Darjeeling', 'Munnar', 'Shimla']","['Photography', 'Skiing']"
jonestiffany,3913.58,Solo Travel,I can't wait to return to eye-opening Jaipur. Shopping here was a independent experience It was a empowering trip I'll never forget.,https://instagram.com/jorge83/post/4892_scenery,"['Mumbai', 'Rishikesh', 'Jaipur']","['Nature', 'Shopping']"
wmiller,3880.58,Adventure,I can't wait to return to exhilarating Andaman and Nicobar Islands. The waters were unforgettable The cuisine was exhilarating It was a thrilling trip I'll never forget.,https://instagram.com/gilljennifer/post/8361_restaurant,['Andaman and Nicobar Islands'],"['Swimming', 'Fine Dining', 'Relaxation']"
yangjavier,4598.05,Nightlife,Delhi exceeded my expectations in every exciting way. The boutiques were energetic I left feeling completely vibrant.,https://instagram.com/gina02/post/9096_sale,['Delhi'],"['Shopping', 'Adventure']"
edward06,4127.63,Nightlife,I can't wait to return to vibrant Mumbai. Skiing here was a pulsating experience It was a pulsating trip I'll never forget.,https://instagram.com/gdavila/post/7157_slope,"['Jaipur', 'Goa', 'Mumbai']","['Skiing', 'Relaxation']"
sharon25,2533.41,Budget,I had a affordable time in Agra. The restaurants were cost-effective The waters were budget-friendly I left feeling completely value-for-money.,https://instagram.com/stewartemily/post/4015_tradition,"['Agra', 'Varanasi']","['Fine Dining', 'Swimming', 'Cultural']"
woodsmary,2492.6,Adventure,I can't wait to return to action-packed Leh-Ladakh. I left feeling completely thrilling.,https://instagram.com/briannadawson/post/9433_extreme,['Leh-Ladakh'],"['Luxury', 'Adventure', 'Fine Dining']"
harrismatthew,4557.87,Nature,I had a awe-inspiring time in Shimla. The restaurants were untouched It was a majestic trip I'll never forget.,https://instagram.com/mvasquez/post/2321_premium,"['Andaman and Nicobar Islands', 'Mumbai', 'Shimla']","['Luxury', 'Fine Dining', 'Cultural']"
cisnerosjudy,4046.56,Nightlife,"I can't wait to return to lively Manali. The snow conditions were lively Overall, it was a lively experience.",https://instagram.com/shawn88/post/3700_scenery,"['Mumbai', 'Manali']","['Nature', 'Skiing']"
vpotts,3984.49,Cultural,The rich atmosphere of Puducherry was unforgettable. It was a immersive trip I'll never forget.,https://instagram.com/fmason/post/1465_retreat,"['Udaipur', 'Puducherry']","['Relaxation', 'Luxury', 'Swimming']"
